method,day,divergences,max_r_hat,min_ess_bulk,seconds,n_sampled_variables
refit_daily,1,0,1.000662165366518,8007.30505629846,7.810726654948667,2
refit_daily,2,0,1.0006441192684599,7757.6488221489935,6.424042614991777,2
refit_daily,3,0,1.0006028115202685,5250.234677359161,9.69263966800645,4
refit_daily,4,0,1.0009064944268382,3674.88777626226,9.693107994971797,4
refit_daily,5,0,1.0002839706293485,5598.0296624925995,19.233794598956592,4
refit_daily,6,0,1.0002936732621655,4480.390213273378,6.8502839440479875,4
refit_daily,7,0,1.0007981293068322,3754.1201699711723,12.352316412026994,4
refit_daily,8,1,1.000877977151265,4924.572489174065,10.755474901990965,4
refit_daily,9,0,1.0009630335322237,4112.408797696576,10.592408964061178,4
refit_daily,10,0,1.0018451566477633,4285.955420220113,23.96094171202276,4
refit_daily,11,0,1.0009024689933494,4580.8862261744935,20.359780478989705,4
refit_daily,12,0,1.0005906092028123,4792.091003014994,10.98416529095266,4
refit_daily,13,0,1.0011876860640971,4486.064876750576,11.88442173297517,4
refit_daily,14,0,1.000966310206646,4773.599612742353,13.386969362036325,4
refit_daily,15,0,1.0007971960222575,4462.484172322767,14.40010293200612,4
refit_daily,16,0,1.0013782613342124,4411.222009043784,15.742766779032536,4
refit_daily,17,0,1.0015196226700565,4615.454556508534,15.812268377980217,4
refit_daily,18,0,1.0031579335612173,5711.227971366497,17.146933063981123,4
refit_daily,19,0,1.0023545597061034,5599.253459886844,17.75763334101066,4
refit_daily,20,0,1.0021935377444537,5702.950937371435,19.206400925992057,4
refit_daily,21,0,1.0016151542687397,5116.177400392825,18.420838756021112,4
refit_daily,22,0,1.0024768007440532,5981.782419063027,20.051728469901718,4
refit_daily,23,0,1.0011251277838518,5947.775530029858,19.3751735429978,4
refit_daily,24,0,1.0012222468147924,5356.225112582213,18.943300397018902,4
refit_daily,25,0,1.002174449145031,5432.030177038556,18.831120954011567,4
refit_daily,26,0,1.0022146709670599,5805.603413545012,20.36074114998337,4
refit_daily,27,0,1.002376874308487,5713.107896382085,20.952693062019534,4
refit_daily,28,0,1.001983851164919,5386.853604324624,21.921078979037702,4
refit_daily,29,0,1.0014130264334025,4457.041093346592,24.11262342601549,4
refit_daily,30,0,1.0015507693371706,4586.720134050433,25.385227101971395,4
refit_daily,31,0,1.0025121439904574,4523.25411024437,26.77777419798076,4
refit_daily,32,0,1.0020035862863568,5511.663066040789,27.312252826988697,4
refit_daily,33,0,1.001522208600918,5140.420959886396,28.16129938804079,4
refit_daily,34,0,1.00148482695583,6045.667577764103,28.50837096699979,4
refit_daily,35,0,1.0039640463429507,5780.787223167684,28.858129115891643,4
refit_daily,36,0,1.003405036427916,6100.958062804701,29.119718151981942,4
refit_daily,37,0,1.0019109596802807,5802.020424000451,29.63854045700282,4
refit_daily,38,0,1.0018304053488838,5538.1809108999705,30.945030551054515,4
refit_daily,39,0,1.00461290534214,5664.7331401840875,31.25848048296757,4
refit_daily,40,0,1.001897711032009,4746.723975945445,32.15376693895087,4
refit_daily,41,0,1.0014355530807275,4404.579779487948,32.80425759998616,4
refit_daily,42,0,1.0025851348287436,5389.61951203791,32.16434720798861,4
refit_daily,43,0,1.0016900023810222,5056.8215120675895,33.443334885989316,4
refit_daily,44,0,1.0022536671429012,4991.50483669576,33.039712677011266,4
refit_daily,45,0,1.001634689905576,4841.746101308476,33.55556552193593,4
refit_daily,46,0,1.0020155456237283,5067.351619069388,34.39758087601513,4
refit_daily,47,0,1.0031813746182485,4735.283728915611,34.47054859402124,4
refit_daily,48,0,1.0013615029683574,5467.860636939199,33.62242711498402,4
refit_daily,49,0,1.0026149726736426,5472.537400471801,33.9172498510452,4
