date,day,model,risk_of_additional_cases,monte_carlo_standard_error,risk_of_sustained_transmission,sustained_transmission_monte_carlo_standard_error
2018-04-06,1,ssi,0.2820048094458222,0.00112122017524895,0.0759449882610137,0.0016848233842477222
2018-04-07,2,ssi,0.27056963747007445,0.0015511681400592323,0.0669046029058471,0.0017413162037509253
2018-04-08,3,ssi,0.9163094065677976,0.0018250753907091384,0.458134234582933,0.0006314712837961459
2018-04-09,4,ssi,0.8945240730557165,0.00211670917731575,0.3964085501908181,0.005316075833692384
2018-04-10,5,ssi,0.8691469243039825,0.001532089765651098,0.3393965464500128,0.003991919377419914
2018-04-11,6,ssi,0.8277224242328763,0.0021212502935705605,0.2796537572105299,0.001482560079697957
2018-04-12,7,ssi,0.9989163744056387,0.00012274632254623077,0.7675371125836579,0.004900961028585823
2018-04-13,8,ssi,0.9996151920699684,3.743298695235871e-05,0.7941714964894848,0.002899796468684465
2018-04-14,9,ssi,0.9987932547153875,9.120325368764317e-05,0.7101773181777993,0.007029067734591477
2018-04-15,10,ssi,0.9974950715633991,7.54338274070454e-05,0.6286334869334314,0.0027622690566405142
2018-04-16,11,ssi,0.9947549345509699,0.0002081613883871553,0.5495903602181901,0.0047122631271360165
2018-04-17,12,ssi,0.9902487471584862,0.00029228770811073077,0.4689582040368607,0.003052477676674051
2018-04-18,13,ssi,0.9950563527522244,0.00023395595290605158,0.5249619006332487,0.004119181697812245
2018-04-19,14,ssi,0.9966583539592219,0.00015334313161640477,0.5591772466239602,0.004825224129368413
2018-04-20,15,ssi,0.9979746562619486,0.00011901410155404563,0.6065662670462683,0.002248380772555162
2018-04-21,16,ssi,0.9985946611503452,5.50345252838963e-05,0.6258130117956409,0.004006105716597308
2018-04-22,17,ssi,0.9969539335367145,0.00012970584138005727,0.5501572967780909,0.0024693931026672734
2018-04-23,18,ssi,0.9977937935000295,4.3982372366704474e-05,0.5860180241467965,0.0029241243760927817
2018-04-24,19,ssi,0.9985576659575396,2.8970671403334844e-05,0.6171635829198381,0.006149700796086196
2018-04-25,20,ssi,0.9987020715469815,6.36915399562207e-05,0.6365133945793064,0.0035996792962891804
2018-04-26,21,ssi,0.9972696874229555,0.00014615202077376263,0.5561580674494623,0.0039434714381729515
2018-04-27,22,ssi,0.9978240338425447,0.00014414206376465503,0.5835496245095222,0.005639571570763746
2018-04-28,23,ssi,0.9957037241966488,0.00016152122327400503,0.5006301330522382,0.005806868593111864
2018-04-29,24,ssi,0.9913964901124953,0.00018776313920258416,0.4276840597393531,0.006004275005565272
