date,day,model,risk_of_additional_cases,monte_carlo_standard_error,risk_of_additional_transmission,transmission_monte_carlo_standard_error,risk_of_sustained_transmission,sustained_transmission_monte_carlo_standard_error
2018-04-06,1,sse_so,0.28343941646805126,0.0009167856660476602,0.24074366606869946,0.0009956525216777477,0.07708497359228117,0.0012438054789359468
2018-04-07,2,sse_so,0.27353262137636136,0.0004891045243918648,0.2165986425009121,0.0006590905912159145,0.07157424272927937,0.0018272626847410526
2018-04-08,3,sse_so,0.8977688681128891,0.0016073093338518885,0.7542083507099019,0.001443231877511424,0.4175523919910509,0.0027787838689887954
2018-04-09,4,sse_so,0.8620330435059309,0.0016172995218777107,0.6846243435518868,0.003525578127413621,0.35155116356437577,0.008065895550732682
2018-04-10,5,sse_so,0.8217719964772613,0.001384706693425249,0.6084916185763551,0.002473736285491444,0.2694557821803928,0.0062880723782290536
2018-04-11,6,sse_so,0.7812481006297677,0.0018898390593180229,0.5437453374079059,0.0029221123724500705,0.2259885075633824,0.005472574544421795
2018-04-12,7,sse_so,0.9965354751262409,0.00015596917159858937,0.9626499433326584,0.00029075023107159967,0.6869751933981486,0.0025079061496403243
2018-04-13,8,sse_so,0.9982724703445758,9.85755835012696e-05,0.972544097051691,0.0008212126173603445,0.7206710217674066,0.005222179683951494
2018-04-14,9,sse_so,0.9958203611173377,0.00011519199628734595,0.9487747618514608,0.0007421182270994717,0.6358997890184968,0.002136103580650708
2018-04-15,10,sse_so,0.9917136833553006,0.0002256501801918303,0.9156424131160498,0.0011277638882064764,0.5482764191415447,0.006276502746228502
2018-04-16,11,sse_so,0.983905561190599,0.000361966078191202,0.8709634064788767,0.0019546174671692426,0.4697644012261134,0.005336075278962666
2018-04-17,12,sse_so,0.9739174455120848,0.0005689030163070297,0.8239593206032814,0.0015167763784127138,0.4081006137103066,0.005381674618723082
2018-04-18,13,sse_so,0.9848268295471929,0.00035849890616850857,0.8792408036339923,0.0007868279101881572,0.47225796018057575,0.0021955718087794986
2018-04-19,14,sse_so,0.9899917235664211,0.00017752228205042606,0.909829503890117,0.0012591304704145895,0.5174275497839474,0.005588063868099332
2018-04-20,15,sse_so,0.9938308820005896,3.3409356741573915e-05,0.9343396702472613,0.0001850342163491279,0.5667490696119983,0.004224695269602349
2018-04-21,16,sse_so,0.9959089287182429,8.01099858510598e-05,0.9492603620270235,0.000658795698801011,0.5997907963784539,0.006687769013021622
2018-04-22,17,sse_so,0.9914560650351695,4.812905782404421e-05,0.9180382219812449,0.0003570661610157513,0.5294485084789137,0.0058530300066603124
2018-04-23,18,sse_so,0.9947559705032732,0.00010469394535061812,0.9390332904768014,0.00039643220008151305,0.5657029004036664,0.0030445168747230936
2018-04-24,19,sse_so,0.9964250362499071,0.00011371831892286278,0.9530754940140911,0.0010474453109518668,0.5992235599686855,0.007428242639927649
2018-04-25,20,sse_so,0.9975627932888338,0.00012167578372347329,0.9625623695971279,0.0007452186455019057,0.6232688964189084,0.00708231019549298
2018-04-26,21,sse_so,0.9946575782257185,0.00012183182875912374,0.9352487229270604,0.0003345372229374543,0.5344215071037258,0.0027783763886539844
2018-04-27,22,sse_so,0.9964722847128105,7.944737795807255e-05,0.9510332011120499,0.0007177787315285712,0.5758006469878705,0.007016390047609114
2018-04-28,23,sse_so,0.992502156811266,0.00017509626745797405,0.9171946790681906,0.0012871093000599682,0.49242892406583594,0.004945662506693126
2018-04-29,24,sse_so,0.9861074279988691,0.00015745708143586958,0.8775155438272515,0.00044938374379530847,0.4235215227706629,0.006417096434752889
2018-04-30,25,sse_so,0.9762266454137581,0.0006553796560377455,0.8330465781086482,0.0024066367166658883,0.3784441192800755,0.005921757720047958
2018-05-01,26,sse_so,0.9945688426836504,7.192210205448911e-05,0.9376007206945495,0.0007573646006274361,0.5269143112928598,0.004204516672235211
2018-05-02,27,sse_so,0.9891970395633374,0.0001479117014969173,0.9027027119044331,0.0008181215385861413,0.4624421066372424,0.003482154896873654
2018-05-03,28,sse_so,0.9976990835058671,6.23197828457946e-05,0.9652413759118533,5.204917374861737e-05,0.6039388428493981,0.0031590014896615537
2018-05-04,29,sse_so,0.9999987516903049,1.8472314345919143e-07,0.9997749490460623,1.2698379794706748e-05,0.9433029648755072,0.002182300071451974
2018-05-05,30,sse_so,0.9999996467587925,7.19559664467109e-08,0.9998519772844973,9.280773271406225e-06,0.94195635365633,0.002033281320249885
2018-05-06,31,sse_so,0.9999992154544275,2.2744025195630003e-07,0.9997303337741346,1.8111614536281454e-05,0.9239659493216362,0.0030847841951344196
2018-05-07,32,sse_so,0.9999983439283284,3.1039022157686747e-07,0.9994500831143233,3.551219348807658e-05,0.8876443193193082,0.003081099566270678
