method,day,divergences,max_r_hat,min_ess_bulk,seconds,n_sampled_variables
refit_daily,1,0,1.0022360297024933,5719.741592932075,7.989851124933921,3
refit_daily,2,0,1.0008220077133425,5426.06757637721,8.217370416037738,3
refit_daily,3,0,1.0008916757113804,3739.636743427383,11.534615666954778,5
refit_daily,4,0,1.0036239225922323,3265.261225708563,12.40873795794323,5
refit_daily,5,0,1.0015429621244365,3387.6411608184967,12.760334082995541,5
refit_daily,6,0,1.000920886457779,3744.9465911146094,12.42492191598285,5
refit_daily,7,0,1.0018536363866464,2822.9527151443285,15.233854291960597,5
refit_daily,8,0,1.001366759481504,2894.4454546428215,17.763343583093956,5
refit_daily,9,0,1.0013868991790873,3269.660465683939,12.23756429203786,5
refit_daily,10,0,1.0018313328172914,3434.172606632747,12.762864958960563,5
refit_daily,11,0,1.0008117124904716,3059.5920383821435,13.712193167069927,5
refit_daily,12,0,1.001420074948879,3226.274780546149,13.450282959034666,5
refit_daily,13,0,1.0008924866970108,3596.94366548677,15.471004999941215,5
refit_daily,14,0,1.0018251107011729,3765.0492286115473,16.781011666054837,5
refit_daily,15,0,1.0017088322393095,3405.221244597178,18.13878308306448,5
refit_daily,16,0,1.0015497028444575,3624.4465329821046,20.178450874984264,5
refit_daily,17,0,1.0010013810432161,3311.396945919654,19.902497082948685,5
refit_daily,18,0,1.0013449531192675,3049.459781609072,20.918104207958095,5
refit_daily,19,0,1.0026249782704626,3367.945603927864,21.221204500063322,5
refit_daily,20,0,1.0019250951790608,3244.1346657734075,21.57607395807281,5
refit_daily,21,0,1.0015389306095057,3195.783718080721,22.050647708005272,5
refit_daily,22,1,1.0025336150796587,3083.048546531595,22.03224108298309,5
refit_daily,23,0,1.0015076532740905,2697.8329702988717,22.86087533296086,5
refit_daily,24,0,1.0014416409405853,3132.378730599272,22.75176829204429,5
refit_daily,25,0,1.0022310515906716,3532.4241589592007,23.0157157080248,5
refit_daily,26,0,1.0020443619995876,3023.2463933693725,23.05592908291146,5
refit_daily,27,0,1.0014716426694157,3066.4723796265534,23.65563633304555,5
refit_daily,28,0,1.0025640732902381,2652.6887611804977,24.605098458006978,5
refit_daily,29,0,1.00429266923527,1659.580567145388,30.63684491708409,5
refit_daily,30,0,1.002713989947603,1825.097406414605,30.915680499980226,5
refit_daily,31,0,1.001479479826675,2171.494303513441,28.70308224996552,5
refit_daily,32,0,1.0013282001649215,2325.711557063266,29.8287441249704,5
