method,day,divergences,max_r_hat,min_ess_bulk,seconds,n_sampled_variables
refit_daily,33,0,1.0035917639815946,968.7188502170222,56.50975076504983,4
refit_daily,34,0,1.0035936117055377,1577.998830070278,61.33010950800963,4
refit_daily,35,0,1.0022362500561801,1857.9691207955134,53.01168401585892,4
refit_daily,36,0,1.003938475313626,848.8300467490844,55.1698059248738,4
refit_daily,37,0,1.0029798015282636,1421.8495140607024,62.18960386910476,4
refit_daily,38,0,1.0031394182771387,2267.325964154052,63.955718566896394,4
refit_daily,39,0,1.0060338836490754,1094.0369018961994,76.26870249095373,4
refit_daily,40,0,1.0040873424919226,927.0261237089536,62.43138404702768,4
refit_daily,41,0,1.0038954891391687,1029.6060965363188,58.491226269165054,4
refit_daily,42,0,1.0031760704781028,1366.0837650142087,59.21575792809017,4
refit_daily,43,0,1.0048834136780092,1627.0867457764384,61.61621941183694,4
refit_daily,44,0,1.0039624356046477,1546.2753724523673,63.28602084098384,4
refit_daily,45,0,1.0030424012258237,1704.733555567364,65.18514099204913,4
refit_daily,46,0,1.0029445885198913,1531.2451000024703,66.8136644740589,4
refit_daily,47,0,1.0030103537245074,1946.9504629160972,68.42669194703922,4
refit_daily,48,0,1.002738486832777,2048.793047245358,70.44475839403458,4
refit_daily,49,0,1.0048856851886019,1503.6919761856336,73.42176482011564,4
refit_daily,50,0,1.0021725465110474,2110.747354906851,74.65792449889705,4
refit_daily,51,0,1.0065266561271318,870.0778013629249,76.14852234884165,4
refit_daily,52,0,1.0039435057558812,844.0550442580086,79.83053124207072,4
refit_daily,53,0,1.0029571892659834,2135.743828811654,81.6297931461595,4
refit_daily,54,0,1.0056331438253123,567.794223014297,83.16726380609907,4
refit_daily,55,0,1.003192814027115,1002.5903399446472,85.60896306205541,4
refit_daily,56,0,1.0040094753339928,1038.433036560138,87.6439084529411,4
refit_daily,57,0,1.0054448076655083,1445.1397907442342,89.97907167300582,4
refit_daily,58,0,1.0026178172366738,1666.2203669787634,92.31193589093164,4
refit_daily,59,0,1.0042068948486296,910.349615637971,93.30304829403758,4
refit_daily,60,0,1.0047101380786305,848.7260508325899,96.2644340719562,4
refit_daily,61,0,1.0031492164064415,1280.5777234354564,98.91518208500929,4
refit_daily,62,0,1.0030542121034152,1382.0000467945338,101.3394754580222,4
refit_daily,63,0,1.0032399368190805,1647.1486467527468,104.2273251649458,4
refit_daily,64,0,1.002882657721041,1310.5803223028386,105.32256490993313,4
refit_daily,65,0,1.0092131140485263,680.2620645905856,110.09251921903342,4
refit_daily,66,0,1.0037614958768963,1232.1613269481886,113.98138526990078,4
refit_daily,67,0,1.0037380021222706,1432.0568267333715,116.13898796401918,4
refit_daily,68,0,1.0047625305338557,1625.7667986835938,118.99255242804065,4
refit_daily,69,0,1.00382365442183,1362.5786383186896,122.32635365100577,4
refit_daily,70,0,1.0039646828482047,1765.2304351756025,124.94432240119204,4
refit_daily,71,0,1.0060479206692678,630.1395612310499,129.52035917108878,4
refit_daily,72,0,1.00641540359616,789.3928835221208,129.8860966770444,4
refit_daily,73,0,1.003156919460268,2047.984281318292,132.25603953399695,4
refit_daily,74,0,1.0040124536824397,1698.9115447193428,137.92008346598595,4
refit_daily,75,0,1.0056626732869387,838.5141312732638,141.7766820108518,4
refit_daily,76,0,1.0032139614098117,1956.5414401703788,141.2713430300355,4
refit_daily,77,0,1.0042079844918803,1513.4326884066784,146.3726502659265,4
refit_daily,78,0,1.002863535335085,1558.7135544169423,149.50036307401024,4
refit_daily,79,0,1.0051454124963606,992.8796712858548,155.80839062505402,4
refit_daily,80,0,1.0027521970668203,1432.1405650423274,156.85329357208684,4
refit_daily,81,0,1.0031622447580264,2069.7730872233533,164.46149069606327,4
refit_daily,82,0,1.002890075605327,1737.9278362240357,168.69622137001716,4
refit_daily,83,0,1.0040395598520797,1766.8671406320382,171.63882231200114,4
refit_daily,84,0,1.0036242813860166,1393.4167808894767,166.59179455018602,4
refit_daily,85,0,1.003033808144156,1807.5570072150826,170.2292295389343,4
refit_daily,86,0,1.0035476742124936,1525.4029194828156,177.8043834969867,4
refit_daily,87,0,1.0035539819498436,1480.5117076871834,185.75819810992107,4
refit_daily,88,0,1.0040107584581046,713.3255148699116,188.12235647602938,4
refit_daily,89,0,1.002421248490177,1809.715316475086,189.0265292848926,4
refit_daily,90,0,1.0031478593951573,939.616629476198,192.96432668808848,4
refit_daily,91,0,1.0047531225992279,1414.4787778604364,196.13155934982933,4
refit_daily,92,0,1.008692129616408,1041.2234656674245,192.25247273989953,4
refit_daily,93,0,1.003428889328881,1341.7301921614737,195.37351691816002,4
refit_daily,94,0,1.0038196094759468,1271.954402579845,202.31764525198378,4
refit_daily,95,0,1.0032664311936015,1295.304597204428,209.09949088399298,4
refit_daily,96,0,1.0033157778891408,1589.8759192553375,212.2374540141318,4
refit_daily,97,0,1.0022722872908238,1557.176062921817,219.28154941485263,4
