date,day,model,risk_of_additional_cases,monte_carlo_standard_error,risk_of_sustained_transmission,sustained_transmission_monte_carlo_standard_error
2018-05-08,33,ssi,0.9999999826204248,1.298249983156367e-08,0.9583465535287852,0.0007719480052719486
2018-05-09,34,ssi,0.9999999764177271,1.3054550066010089e-08,0.9606397199312618,0.00033743435087072615
2018-05-10,35,ssi,0.9999999986597713,5.465233090503545e-10,0.9609233515453072,0.0017225972558485608
2018-05-11,36,ssi,0.9999999746049193,5.120886924438358e-09,0.9555895946244577,0.0021173413248829374
2018-05-12,37,ssi,0.999999970276726,9.638835341148526e-09,0.9568027732084368,0.0007457441844612135
2018-05-13,38,ssi,0.9999999655887619,1.729925007974112e-08,0.9599455618629531,0.0010058947375146839
2018-05-14,39,ssi,0.9999999942696894,2.6377502493756197e-09,0.9614295607105215,0.0005500322853905982
2018-05-15,40,ssi,0.9999999985246024,9.537547609988978e-10,0.9668687358279051,0.0006740073602398667
2018-05-16,41,ssi,0.9999999948349491,5.051665380741615e-09,0.9700503412236591,0.0007483504762233461
2018-05-17,42,ssi,0.999999998674918,1.0732594331638906e-09,0.9646307903877154,0.0006008129520421328
2018-05-18,43,ssi,0.99999999437179,5.096760170870827e-09,0.9646651051382575,0.0010099389218308293
2018-05-19,44,ssi,0.9999999946843791,3.1164208240384225e-09,0.9670832975979513,0.00045243889228778543
2018-05-20,45,ssi,0.9999999999453955,1.72688193509824e-11,0.9705405623883063,0.0014827127728668827
2018-05-21,46,ssi,0.9999999999645545,1.8300630056336938e-11,0.9705121115749948,0.00027105043402985335
2018-05-22,47,ssi,0.9999999996373548,1.7247136864775083e-10,0.9653935091831559,0.0014576707006668866
2018-05-23,48,ssi,0.9999999674363622,1.5202534614295118e-08,0.958403154168673,0.0016641588779466774
2018-05-24,49,ssi,0.9999999677102978,8.836023439350202e-09,0.9483427950009865,0.000685201562053839
2018-05-25,50,ssi,0.9999999484803369,2.0143133146736788e-08,0.9404060489264139,0.0010365573677159673
2018-05-26,51,ssi,0.9999991496658461,6.065393196109003e-07,0.9336916112968972,0.0015652766293564777
2018-05-27,52,ssi,0.9999988216538915,1.9575440207852292e-07,0.9182195958007868,0.00212033294908008
2018-05-28,53,ssi,0.9999991182266244,9.060324949403865e-08,0.9198883417855368,0.0004595666540240426
2018-05-29,54,ssi,0.9999965473481215,1.0490505121861803e-06,0.9086520085179127,0.0007598725484752559
2018-05-30,55,ssi,0.9999934059222984,1.033911715796889e-06,0.8946403709306676,0.002216613365280254
2018-05-31,56,ssi,0.9999830011449008,2.4051867532534034e-06,0.879721143995633,0.0019073400066605764
2018-06-01,57,ssi,0.9999606224877231,4.202076125090437e-06,0.8643289983488898,0.0016932414056977725
2018-06-02,58,ssi,0.9999614802739657,2.176711496666138e-06,0.8698281197295025,0.00243834410869324
2018-06-03,59,ssi,0.9999100924220813,3.204410102467274e-06,0.853136720750858,0.0015797804915830766
2018-06-04,60,ssi,0.9998081994952562,9.792890720390437e-06,0.8315798054856424,0.0031939622917069926
2018-06-05,61,ssi,0.9996562688258023,5.912054362218561e-06,0.8126643510325741,0.0019564712889396734
2018-06-06,62,ssi,0.9994278226529762,2.480480519594043e-06,0.7937460966564793,0.00452274683510267
2018-06-07,63,ssi,0.9990060810133826,3.7750407701162425e-05,0.7702678252271964,0.0017727495070257464
2018-06-08,64,ssi,0.9981662366945782,4.8083563674788235e-05,0.7455417121743183,0.001149869117208723
2018-06-09,65,ssi,0.9970597826216248,0.0001242197569096212,0.721033680887244,0.002024372102992234
2018-06-10,66,ssi,0.995269587921081,0.00010677207624331226,0.696109045720815,0.0034771290085225414
2018-06-11,67,ssi,0.9923818758213403,0.000258360791849987,0.6610598557402059,0.004517262620315457
2018-06-12,68,ssi,0.9888959789103817,0.00017545597985119154,0.6336870415958914,0.00433722674310187
2018-06-13,69,ssi,0.9827038358204047,0.0003297306588059566,0.5973819151679491,0.0025693840576947262
2018-06-14,70,ssi,0.9764969526554867,0.0005186560671297594,0.5674148780338797,0.0031678258149225027
2018-06-15,71,ssi,0.9659994502093143,0.0008225157573243304,0.5319354122769514,0.003999331135727431
2018-06-16,72,ssi,0.9534751488126342,0.0003304942187527538,0.5024439756894301,0.0024534017012953022
2018-06-17,73,ssi,0.9400632637987056,0.0010269700652933832,0.47375498454866816,0.005059719415358447
2018-06-18,74,ssi,0.9214530576724876,0.0012628222398669692,0.4355242431545039,0.002875684630762382
2018-06-19,75,ssi,0.9017401377871594,0.0013002371923792487,0.40997663128103845,0.0030246413833134567
2018-06-20,76,ssi,0.8769018957804079,0.0008488880341853835,0.38209950889528876,0.0019141430727006633
2018-06-21,77,ssi,0.8477783517295924,0.0011907303465964547,0.34853009244275446,0.003101973046957677
2018-06-22,78,ssi,0.8164490535541878,0.001625664436296989,0.320592754787979,0.0014234600770065
2018-06-23,79,ssi,0.7851361197147829,0.001678790070671352,0.2968859843814091,0.001484860797223326
2018-06-24,80,ssi,0.744640287460608,0.003429479782943361,0.2668092853897922,0.00430525487590995
2018-06-25,81,ssi,0.7168250032281953,0.003087503205601563,0.25216893539218743,0.003074931829745758
2018-06-26,82,ssi,0.6790536793665931,0.0034620199014849654,0.23054854391685375,0.003284572398258751
2018-06-27,83,ssi,0.6391049078916387,0.002697383940409341,0.2099781130170234,0.0022111832894822895
2018-06-28,84,ssi,0.5956219974531379,0.004682753140478081,0.1872672539344029,0.0026506000209928185
2018-06-29,85,ssi,0.5629256459860399,0.0036147397152860765,0.17331418267194842,0.0017632466324540995
2018-06-30,86,ssi,0.5212434543337001,0.0012001852576076285,0.15522007140660277,0.001389251582076446
2018-07-01,87,ssi,0.4801023711810629,0.00576157802372862,0.13881307396999154,0.002678206711016958
2018-07-02,88,ssi,0.4443731914583885,0.0012450312015489342,0.1269023609889628,0.0008376916150623258
2018-07-03,89,ssi,0.4099711724674586,0.0025794526006048596,0.11414001443192001,0.0018524094376274637
2018-07-04,90,ssi,0.37906607831586714,0.0020896249628593326,0.10457722916237855,0.00184563294399507
2018-07-05,91,ssi,0.34240303419403595,0.004128210171118433,0.09189135227716816,0.0021815890451055936
2018-07-06,92,ssi,0.30697557935197606,0.0034658050569624467,0.08020549371158114,0.0023394657916317478
2018-07-07,93,ssi,0.2869401246532569,0.0025046387919248196,0.07449574970201067,0.00084141938715181
2018-07-08,94,ssi,0.26283422899328945,0.0017331431712146036,0.06923218825448263,0.0008881470045314486
2018-07-09,95,ssi,0.2390456953562008,0.0019295481175651897,0.06219298456839062,0.0005372076727489218
2018-07-10,96,ssi,0.21076230970135723,0.0015191336836371514,0.05315411522599034,0.0006676321293769594
2018-07-11,97,ssi,0.19212736892037674,0.0029656486755099097,0.04795553269420294,0.0012469525056493366
2018-07-12,98,ssi,0.17938867058298624,0.0017973254157739801,0.0458914217352292,0.0008266976816131516
2018-07-13,99,ssi,0.1606387217201256,0.004201597551650887,0.040259356283207204,0.0015105389110449876
2018-07-14,100,ssi,0.1377971323210605,0.002540455147735893,0.03311645318586087,0.0008321122477396635
2018-07-15,101,ssi,0.12951328164070985,0.0006186324750523418,0.032184937707265826,0.0002796151517238399
2018-07-16,102,ssi,0.11539430426095143,0.003251766942209633,0.028277825107620114,0.0017362261196274297
2018-07-17,103,ssi,0.10121863068123138,0.0012058405264115898,0.02431266708131785,0.0006431800894647229
2018-07-18,104,ssi,0.09217243732868585,0.0019084555187448247,0.021856399220625322,0.0006782375308459818
2018-07-19,105,ssi,0.0821759849174104,0.003318989455748119,0.019770176621265456,0.0011875842309835858
2018-07-20,106,ssi,0.07529508984273536,0.0014620755007069266,0.017976280177556814,0.0007609263167645836
2018-07-21,107,ssi,0.06682363944305303,0.0013249273747814353,0.015507152820894543,0.0006103743390478538
2018-07-22,108,ssi,0.05856841220689324,0.0005572316543980431,0.014123703888843542,0.0003273002727770475
2018-07-23,109,ssi,0.05479308547677464,0.0022547295743636144,0.01316024602334065,0.0008365693966321285
2018-07-24,110,ssi,0.048928609815883095,0.00216015749174991,0.011980151712492004,0.0007088522264215003
2018-07-25,111,ssi,0.041877604612029495,0.0013079352032938252,0.009945808255413247,0.0006951419333417093
2018-07-26,112,ssi,0.03734037002721735,0.0006280629633607258,0.008748582000632332,0.00022863409044037575
2018-07-27,113,ssi,0.03135216402059271,0.0015619385772441307,0.007033430984305977,0.00045959988895101424
2018-07-28,114,ssi,0.030136678496889502,0.00044066397263324564,0.007267971988918931,0.00023915235256400234
2018-07-29,115,ssi,0.027520253084632684,0.0010631257304407474,0.006722706076210394,0.0005168162039992732
2018-07-30,116,ssi,0.023477290287338692,0.001205867490695236,0.005778014987217084,0.0007216364166253936
2018-07-31,117,ssi,0.021167100274606887,0.0015011980455712965,0.00493949009395267,0.0004932643408220778
2018-08-01,118,ssi,0.018375266472881013,0.0007031471035243346,0.004224455511089409,0.00020529864849509085
2018-08-02,119,ssi,0.016732488594141448,0.0008769946652549052,0.003769815108405683,0.0003194858093673661
2018-08-03,120,ssi,0.015040652897986506,0.00036039598701724935,0.003476035264752708,0.00022262549462577302
