method,day,divergences,max_r_hat,min_ess_bulk,seconds,n_sampled_variables
refit_daily,1,0,1.0002612208303943,7188.4017568457975,21.390601941850036,2
refit_daily,2,0,1.0005604250267417,7120.645850320705,17.89666529884562,2
refit_daily,3,0,1.001385022423338,7511.100556281903,17.717481634113938,2
refit_daily,4,0,1.000665942410212,6830.50538447299,13.42589465295896,2
refit_daily,5,0,1.0002177933743297,7696.669613452233,6.9820334441028535,2
refit_daily,6,0,1.0006713298452794,6836.140191507709,7.178729164414108,2
refit_daily,7,0,1.0004148536922115,7276.287782395344,7.979908480774611,2
refit_daily,8,0,1.0005883495467864,7318.520153043614,21.215046361088753,2
refit_daily,9,0,1.0006631585883963,6497.9002023685925,6.26242312323302,2
refit_daily,10,0,1.0004962520457086,5650.354274193366,5.832985879853368,2
refit_daily,11,0,1.0005305761289356,7432.3818157817,6.283862072974443,2
refit_daily,12,0,1.0005310563504266,6765.977914014625,6.1677959212102,2
refit_daily,13,0,1.000628080395343,6462.20159555101,6.273618347011507,2
refit_daily,14,0,1.0011756436139705,7360.174391305801,6.3333175629377365,2
refit_daily,15,0,1.0003569789919964,7443.758614063805,6.423539903946221,2
refit_daily,16,0,1.0013246756034344,7149.072658533127,6.544258158188313,2
refit_daily,17,0,1.0001996347032545,6722.937442908234,6.562032037880272,2
refit_daily,18,0,0.9999807166176696,7115.3123202706265,6.571365584153682,2
refit_daily,19,0,1.0009193179521458,7635.3000338885995,6.564953837078065,2
refit_daily,20,0,1.0001949985458727,7445.724431987132,6.6202707067132,2
refit_daily,21,0,1.0012325868892307,6590.555102692193,6.73963785963133,2
refit_daily,22,0,1.0000292614015027,7423.100432389101,6.909097963012755,2
refit_daily,23,0,1.0002644337535158,6291.646002681945,7.040905722416937,2
refit_daily,24,0,1.0003401236297056,7588.378630168381,6.888667446095496,2
refit_daily,25,0,1.001808776351546,6860.004047224387,7.255036614835262,2
refit_daily,26,0,1.0000061589088713,7087.5926325269065,6.786581007298082,2
refit_daily,27,0,1.0005759101396674,6552.497937659643,6.969455915037543,2
refit_daily,28,0,1.0002768692776856,6620.602329425005,7.325513128191233,2
refit_daily,29,0,1.0011157639283392,7912.29808447746,7.217903974931687,2
refit_daily,30,0,1.000442860820816,6884.083492482939,7.4391989591531456,2
refit_daily,31,0,1.0007693772971826,7374.989386610665,8.256078834179789,2
refit_daily,32,0,1.0002446785484902,7595.607345231685,8.311106122098863,2
refit_daily,33,0,1.0009303134481367,7617.464910303455,8.43897915398702,2
refit_daily,34,0,1.0003655136591252,6754.558724084615,8.385932597331703,2
refit_daily,35,0,1.0001263318536044,7038.716620606769,8.703390525188297,2
refit_daily,36,0,1.0000395069107322,7001.900937345165,8.600836297031492,2
refit_daily,37,0,1.0004647091607919,6919.728626157423,8.949492356739938,2
refit_daily,38,0,1.0004753787928076,7006.772022925463,9.269643928855658,2
refit_daily,39,0,1.00216765984095,5592.091294733173,9.260820855852216,2
refit_daily,40,0,1.0002028049289835,4729.673281021692,9.651435249950737,2
refit_daily,41,0,1.0004951468400545,4842.416625812846,9.708354412578046,2
refit_daily,42,0,1.0009365163493702,4863.416716836054,9.510686706751585,2
refit_daily,43,0,1.0014755069626695,5010.474010447616,9.71443899301812,2
refit_daily,44,0,1.0000814605030848,4366.583600811907,10.069792771711946,2
refit_daily,45,0,1.0012696634733147,4418.313399648261,9.947923896834254,2
refit_daily,46,0,1.001261886571328,4183.612043074561,10.197940211743116,2
refit_daily,47,0,1.0006703513430975,4345.175753032368,10.0969922170043,2
refit_daily,48,0,1.0005080545661462,3743.895968176029,10.191119363997132,2
refit_daily,49,0,1.0009555960571415,4569.8968709822275,10.333805981092155,2
refit_daily,50,0,1.002238483001323,4538.763632122173,9.963763365987688,2
refit_daily,51,0,1.0003990487521377,5303.849361330339,10.322422964964062,2
refit_daily,52,0,1.0007005057848475,5201.165796832925,10.22368256188929,2
refit_daily,53,0,1.0007155121846116,4456.002337163292,10.617189919110388,2
refit_daily,54,0,1.0002466252923181,5055.951573972783,10.88664184929803,2
refit_daily,55,0,1.0004750827832498,4720.768257515111,10.762272855266929,2
refit_daily,56,0,1.0000311476550572,6088.433204106005,10.678766054101288,2
refit_daily,57,0,1.0002089334180218,5550.620823937717,10.667042748071253,2
refit_daily,58,0,1.0004629559038642,5811.0742230244405,10.630167396273464,2
refit_daily,59,0,1.000663226451607,4814.633121254635,11.036643058992922,2
refit_daily,60,0,1.0022814554802324,4521.001568185266,11.04834754532203,2
refit_daily,61,0,1.001238317316001,5831.080730616712,11.3604557197541,2
refit_daily,62,0,1.000623167696791,5405.38143660777,11.618295777589083,2
refit_daily,63,0,1.0007427815524157,5730.419782992287,11.558178681880236,2
refit_daily,64,0,1.0003779994315631,5314.657093067403,11.769764179363847,2
refit_daily,65,0,1.000728309304535,5725.907421352373,12.072358813136816,2
refit_daily,66,0,1.0006607420578402,5315.801231145985,11.725054615177214,2
refit_daily,67,0,1.000628927807435,5669.533756998912,11.804722528904676,2
refit_daily,68,0,1.0010521666840302,5023.668657226509,12.21197497844696,2
refit_daily,69,0,1.0004088673744242,6037.5798268800245,12.116466210223734,2
refit_daily,70,0,1.000796952781925,5666.359703342951,12.234238211996853,2
refit_daily,71,0,1.0004505818125546,5021.219970405255,12.452428658958524,2
refit_daily,72,0,1.0010028870321395,5096.219108120046,12.819249143823981,2
refit_daily,73,0,1.0004529735952292,5656.459284177982,12.713990730699152,2
refit_daily,74,0,1.0012339768895095,6235.910615384931,12.683724587783217,2
refit_daily,75,0,1.0003773837476668,5517.639956114337,13.312429897021502,2
refit_daily,76,0,1.000023166593524,5302.812959695951,13.217247040942311,2
refit_daily,77,0,1.0007495415982146,5542.881385882342,13.692889422178268,2
refit_daily,78,0,1.0002773509242127,5154.492701983301,13.536989063955843,2
