date,day,model,risk_of_additional_cases,monte_carlo_standard_error,risk_of_sustained_transmission,sustained_transmission_monte_carlo_standard_error
2018-04-06,1,sse,0.2858842681936654,0.000922051268922507,0.07797107248777169,0.0009771610383770373
2018-04-07,2,sse,0.2834632328142094,0.0005711436908532461,0.07847849859712086,0.0017242002354468686
2018-04-08,3,sse,0.4964661888666435,0.0012449727747302212,0.15863806782696455,0.001791858594693604
2018-04-09,4,sse,0.4863463358840133,0.001014182356485738,0.15198569000570805,0.002638932307933807
2018-04-10,5,sse,0.4759498690845154,0.0014466640982063524,0.14702139647995693,0.0017026733089659375
2018-04-11,6,sse,0.46498540726884974,0.0018213625928821394,0.14577427249652053,0.003121523467392865
2018-04-12,7,sse,0.8243803329895629,0.0007895362459165973,0.3624981763302071,0.002328784417342923
2018-04-13,8,sse,0.874488947221566,0.0013728056002050837,0.4143104922995092,0.002919263976871459
2018-04-14,9,sse,0.8685293267040006,0.001421479536757134,0.4057671609432043,0.006943480981367905
2018-04-15,10,sse,0.860553021506296,0.0009125017397126661,0.40254333860603286,0.003383075966397621
2018-04-16,11,sse,0.8471621149515396,0.0007048295751487579,0.3804791817063635,0.002587489543019514
2018-04-17,12,sse,0.8293149459059423,0.00035944686675786326,0.3549372508365958,0.0015535237793633605
2018-04-18,13,sse,0.8723573030802327,0.0008939645485160356,0.4028352592636679,0.004849702769232669
2018-04-19,14,sse,0.9032558771764655,0.0005053510028959689,0.44238325715578786,0.002432918627568962
2018-04-20,15,sse,0.9263046700104092,0.0005023293554847764,0.47676216528920423,0.004227760909026386
2018-04-21,16,sse,0.9430731018192429,0.0006118551876843858,0.5075870249828862,0.004480060520317435
2018-04-22,17,sse,0.9338314236299581,0.000623995953208751,0.48849115696060197,0.003459832511578724
2018-04-23,18,sse,0.948132642764219,0.0003911861205743772,0.5155300370371227,0.005107142352281813
2018-04-24,19,sse,0.9588114685552945,0.0004309735855165991,0.5405021722061543,0.0042514860760961976
2018-04-25,20,sse,0.9673991375549409,0.0003577805286752494,0.5607161251311515,0.006362893768509145
2018-04-26,21,sse,0.9604624459039577,0.0003046270718902665,0.5403447945262333,0.005393063358655062
2018-04-27,22,sse,0.9676583663291917,0.0003070630706507666,0.5621901758150033,0.003317322399177462
2018-04-28,23,sse,0.9603867650285153,0.00047387404033523905,0.5328885823451914,0.003084283687754076
2018-04-29,24,sse,0.9512269005885517,0.0004719025000824508,0.5055935532937489,0.003738870863411913
