date,day,model,risk_of_additional_cases,monte_carlo_standard_error,risk_of_additional_transmission,transmission_monte_carlo_standard_error,risk_of_sustained_transmission,sustained_transmission_monte_carlo_standard_error
2018-05-08,33,ssi_so,0.9999995521783861,1.2969735395404988e-07,0.9998736278792574,3.23887288356475e-06,0.897614054710836,0.0022496839599518933
2018-05-09,34,ssi_so,0.999997232704048,6.238703532507544e-07,0.9994820721643786,2.0436074279477086e-05,0.8341958708169912,0.0018402616385101973
2018-05-10,35,ssi_so,0.9999997213942536,1.4363574619445254e-07,0.999925681468536,4.4539130684697046e-06,0.886938216182428,0.0027709473446029783
2018-05-11,36,ssi_so,0.9999987139224706,2.685292289266924e-07,0.9996543340850157,1.8488266056421834e-05,0.8390325906655413,0.002175878781919158
2018-05-12,37,ssi_so,0.9999983485364048,1.3631906518177906e-07,0.9995002996239805,1.5383302163114677e-05,0.8215290377193578,0.0024502558403853287
2018-05-13,38,ssi_so,0.9999991142555575,6.168636161980443e-08,0.9997202668413077,8.51411836332507e-06,0.8388163348786712,0.002575100141778794
2018-05-14,39,ssi_so,0.9999995616247189,5.7174303188933406e-08,0.9998349098775215,5.903573091896953e-06,0.8582813829680205,0.001598453169112352
2018-05-15,40,ssi_so,0.9999999530812854,4.448981135324005e-09,0.9999594306929822,2.2145688758772604e-06,0.880674493548461,0.002601911155345625
2018-05-16,41,ssi_so,0.999999989379284,4.911112980431381e-09,0.9999876409500105,1.3461089628441096e-06,0.8969732317736314,0.0010286058159385046
2018-05-17,42,ssi_so,0.9999998763055589,2.45347853462887e-08,0.9999311063849435,5.3405310965916695e-06,0.8795485946661202,0.002002196151592951
2018-05-18,43,ssi_so,0.9999999111307802,1.137214014443092e-08,0.9999515376114444,1.1456113577513226e-06,0.8848353486336128,0.0018163449152803991
2018-05-19,44,ssi_so,0.999999900026858,3.500042400101082e-08,0.9999634224847493,1.1564672688775862e-06,0.8891613170958808,0.0015572567675229301
2018-05-20,45,ssi_so,0.999999983898414,5.85171537629304e-09,0.9999882172952391,1.984804930865192e-06,0.8931999529919254,0.0009212508430014739
2018-05-21,46,ssi_so,0.9999999896445583,2.8112319133055226e-09,0.9999901691136358,6.658255981199044e-07,0.8959698182944954,0.0018201793081603702
2018-05-22,47,ssi_so,0.9999998928117968,1.0686669683175782e-08,0.9999440488043252,5.399577957463728e-06,0.8829610524957152,0.0013253114757047057
2018-05-23,48,ssi_so,0.9999989562368461,2.1546448803154295e-07,0.9997841473114879,1.781492102585874e-05,0.874983815304291,0.0010476254781478457
2018-05-24,49,ssi_so,0.9999945833700636,3.90375818827775e-07,0.9993245410354633,2.3680144643571575e-05,0.8495309204167175,0.001126182592354948
2018-05-25,50,ssi_so,0.9999718996693576,1.4987773931266594e-06,0.9981083804521133,5.699867086461021e-05,0.8258867169119863,0.0017645489772755648
2018-05-26,51,ssi_so,0.9998982563604829,4.254138760598902e-06,0.9958633124288602,7.052288765703137e-05,0.7996191582640905,0.00151810471769549
2018-05-27,52,ssi_so,0.9996976104796623,6.568357189746347e-06,0.9914092606261172,0.00018605577639435483,0.7632066601850991,0.0021511449595150163
2018-05-28,53,ssi_so,0.9996585757449563,4.0947262504071205e-06,0.9916342411978549,6.377484077845787e-05,0.7680052359310996,0.001456550123103519
2018-05-29,54,ssi_so,0.9990328958796532,1.5060799413723259e-05,0.9839554286723694,6.476501309276227e-05,0.729955672928223,0.002937105667463942
2018-05-30,55,ssi_so,0.9977664324101877,2.7355195504351465e-05,0.9725337074927098,0.0003211161973507956,0.6865824232890482,0.0006748571632718085
2018-05-31,56,ssi_so,0.995377670898164,7.13813646094375e-05,0.9563848847088094,0.0005179140283155162,0.6428159904415083,0.0028036813503572833
2018-06-01,57,ssi_so,0.9908871545622417,0.00013129746784370312,0.9338784578619285,0.0007237786304705368,0.5986621644510242,0.0021764999250484243
2018-06-02,58,ssi_so,0.9923192741045874,0.00011638007959474604,0.9470126597299465,0.00046481204382447795,0.6275995623742864,0.002892590219296691
2018-06-03,59,ssi_so,0.9863665104272955,0.00015963285019654407,0.9241401597935726,0.0005519184879531847,0.5842977823008402,0.001773942048211906
2018-06-04,60,ssi_so,0.9770527489530287,0.0002941863637490861,0.8936266096119838,0.001245205004385961,0.5368233880721397,0.0028911462128107615
2018-06-05,61,ssi_so,0.9639577357794694,0.00037652200322923834,0.8592175049903347,0.0011235554871203055,0.49260346651998577,0.0005144936503749531
2018-06-06,62,ssi_so,0.946519985979529,0.0007142815148795793,0.8198065584208583,0.0015918191242640428,0.45200509514755927,0.002676902519520429
2018-06-07,63,ssi_so,0.9226473014425002,0.0009362909495871951,0.772999786916848,0.002190285974391471,0.40834512975224224,0.0020889079287298236
2018-06-08,64,ssi_so,0.8968904452822309,0.0006440214422530281,0.7301540374054774,0.001453276004486066,0.3724061280727342,0.0019148150674953937
2018-06-09,65,ssi_so,0.8608189031240221,0.001503748104739214,0.6740586525464898,0.0027730782490514054,0.32930821059663473,0.0025116479016034947
2018-06-10,66,ssi_so,0.824908132660756,0.0012642754173686184,0.6264990640105563,0.0023531775078386432,0.2971563767511626,0.002532362424603639
2018-06-11,67,ssi_so,0.7804579430342347,0.001143521407542226,0.5705415525671294,0.0021101187456118494,0.26226156424955727,0.0020198032160353703
2018-06-12,68,ssi_so,0.7376178791054402,0.0016301331805072426,0.5239516242662824,0.0018137185123042905,0.23647102061935266,0.001118255637070458
2018-06-13,69,ssi_so,0.6894148569675282,0.0010456823379748849,0.4738881884902072,0.0015485138848251568,0.20817870399188243,0.0010985183990004771
2018-06-14,70,ssi_so,0.6402622095149658,0.0009089943536566573,0.4270243569361628,0.0003280771578618367,0.18437115910920965,0.0006946404864481737
2018-06-15,71,ssi_so,0.5903638694949129,0.0025110511295904484,0.38206797218534394,0.002439356368812858,0.16283986026484687,0.0011725990830605383
2018-06-16,72,ssi_so,0.5426180450305123,0.002200891811436665,0.3423421448261186,0.002434083288968811,0.14415587568726063,0.0017471113965432446
2018-06-17,73,ssi_so,0.4984736024854647,0.0015970314987855652,0.3072843831694214,0.001981057482600339,0.1280065497036329,0.0011427904205545
2018-06-18,74,ssi_so,0.454369141336855,0.0019360857477997938,0.2742934446091575,0.0019691551854260016,0.11339682033136678,0.0011232815346249344
2018-06-19,75,ssi_so,0.4085505130262881,0.001527930340745134,0.24025174837798313,0.0015661278610939557,0.09810730970211667,0.0007938362237071159
2018-06-20,76,ssi_so,0.367714372072787,0.0016483069994882177,0.21237661201099378,0.0019407381322889522,0.08628569438633982,0.0011446888323059924
2018-06-21,77,ssi_so,0.3325772524064522,0.002931691070162195,0.189617024244493,0.0026746518522350604,0.07705303863656743,0.001032927081850596
2018-06-22,78,ssi_so,0.2995320193846671,0.002087721450760084,0.16882526824471422,0.002049755514766959,0.06855681460909935,0.0010065078869960344
2018-06-23,79,ssi_so,0.26692266923071284,0.0018738088105448758,0.14769150980275048,0.0018885194248753805,0.05962677551226081,0.0008584239967051744
2018-06-24,80,ssi_so,0.23910241509213015,0.0018103569511664923,0.13120560070790033,0.0014997839449657703,0.052261313926016295,0.0006494724744754843
2018-06-25,81,ssi_so,0.20853376478648622,0.0011686263223610956,0.11197173409601557,0.0012002305611136445,0.044924428170962094,0.0004925379286785286
2018-06-26,82,ssi_so,0.18747735049505798,0.0017575269873079784,0.10034512504509663,0.0015310996754927368,0.04011029494104157,0.0007085205502787102
2018-06-27,83,ssi_so,0.16727991385282726,0.0011832009018493009,0.08931099645782237,0.0010159133005316209,0.03582257325468907,0.0005638612841004066
2018-06-28,84,ssi_so,0.14587049203643698,0.0010035119522094158,0.07609428351114811,0.0008754981694790412,0.030412443948256263,0.00046804296215535897
2018-06-29,85,ssi_so,0.13245215973380964,0.00182692253966824,0.06967971026795872,0.0013882437920896098,0.027477059002201654,0.0005330044165216907
2018-06-30,86,ssi_so,0.11310515447793057,0.0007564592642168966,0.0582180444170215,0.0006242206506619301,0.02299005404425103,0.000289268567126184
2018-07-01,87,ssi_so,0.09940938004669331,0.0013033321771086471,0.050744660770211225,0.0012890484546010652,0.020123698362627174,0.0006045068399465696
2018-07-02,88,ssi_so,0.08841280209339897,0.0009333797662880632,0.04519563657789594,0.0006598845796818853,0.018056115166083853,0.00023291631881026414
2018-07-03,89,ssi_so,0.07976963501589918,0.0009989473428708557,0.04116850124044036,0.0008161971962492138,0.01656796367123914,0.0003632536827641802
2018-07-04,90,ssi_so,0.07172809509120215,0.0008810307415132207,0.03754729375981258,0.0007056262215710189,0.01498544598657714,0.00033652793118110703
2018-07-05,91,ssi_so,0.05992209020086703,0.0010067727280363438,0.030190741343053218,0.00066981759840902,0.01189961163964115,0.00030293237545467446
2018-07-06,92,ssi_so,0.05354983047965911,0.001013819951392316,0.02702808015418756,0.0008677086479022923,0.010717818640099908,0.000362817415122823
2018-07-07,93,ssi_so,0.04677450324645949,0.0006583169918165846,0.023536644922243832,0.0006877836883815016,0.009352640037871285,0.0003567450541646088
2018-07-08,94,ssi_so,0.041172370982779705,0.0008948392446914839,0.020699571162084984,0.0008400745184091382,0.008231924366271737,0.0003325633011576093
